name,energy_consumption_btu,world_share,pc_yearly_btu,non_renewable,oil_consump,gas_consump,coal_consump,re_nuclear,co2_emissions_tons_2016,co2_emiss_one_year_change,population_2016,co2_emiss_per_capita,country_share_of_world_co2,coal_reserves,coal_production,coal_consumption,coal_imports,coal_exports,coal_net_imports,coal_year,coal_units,coal_net_exports,coal_yearly_deficit/surplus,gas_reserves,gas_production,gas_consumption,gas_imports,gas_exports,gas_net_imports,gas_year,gas_units,gas_net_exports,gas_yearly_deficit/surplus,oil_reserves,oil_production,oil_consumption,oil_imports,oil_exports,oil_net_imports,oil_year,oil_units,oil_net_exports,oil_daily_deficit/surplus
France,1.02417E+13,0.018,157947,0.54,0.34,0.16,0.04,0.46,331533320,2.11%,64667596,5.13,0.93%,0,0,12900349,14325675,0,14325675,2016,Tons ,,-12900349,314000,742,1342959,1567386,191372,1376014,2015,Million Cubic Ft,,-1342217,78431000,133014,1705568,1092170,805,1091365,2016,Barrels,,-1572554
South Korea,1.26591E+13,0.022,247749,0.88,0.44,0.15,0.28,0.12,604043830,0.45%,50983457,11.85,1.69%,359353060,1902589,157124159,140976631,0,140976631,2016,Tons ,,-155221569,250000,6639,1565231,1533730,0,1533730,2015,Million Cubic Ft,,-1558592,0,108419,2605440,2946047,0,2946047,2016,Barrels,,-2497021
Iran,1.15993E+13,0.02,143780,0.98,0.31,0.67,0,0.02,642560030,2.22%,79563989,8.08,1.80%,1326078930,1395157,1472686,297737,224537,73200,2016,Tons ,,-77529,1201382000,9097956,6567636,337258,295940,41319,2015,Million Cubic Ft,,2530320,1.5753E+11,4376194,1803999,0,1896823,,2016,Barrels,1896823,2572195
Germany,1.40625E+13,0.024,170128,0.81,0.36,0.24,0.21,0.19,775752190,1.28%,82193768,9.44,2.17%,39802209480,193593194,257488593,63694779,306442,63388337,2016,Tons ,,-63895399,2048000,337258,2872840,3620388,1147949,2472438,2015,Million Cubic Ft,,-2535582,132480000,211888,2383393,1837305,2034,1835271,2016,Barrels,,-2171505
Canada,1.50621E+13,0.026,410054,0.68,0.33,0.31,0.04,0.32,675918610,-1.00%,36382944,18.58,1.89%,7255404420,67605855,42907417,6962137,33434695,,2016,Tons ,26472558,24698438,71794000,6751698,4053420,693092,2763505,,2015,Million Cubic Ft,2070413,2698278,1.70863E+11,4596725,2486301,891104,2749676,,2016,Barrels,1858572,2110424
Russia,3.28327E+13,0.056,225608,0.89,0.22,0.52,0.15,0.11,1661899300,-2.13%,145275383,11.44,4.65%,1.76771E+11,423095348,230392143,24331105,181506237,,2016,Tons ,157175131,192703205,1688228000,22728734,15538247,557977,6550933,,2015,Million Cubic Ft,5992956,7190487,80000000000,11262746,3631287,15047,5113524,,2016,Barrels,5098477,7631459
United States,9.76612E+13,0.168,300418,0.81,0.38,0.29,0.14,0.19,5011686600,-2.01%,323015995,15.52,14.02%,2.54197E+11,728364498,731071000,9849735,60271017,,2016,Tons ,50421282,-2706502,368704000,32914647,27243858,2718094,1783512,934582,2015,Million Cubic Ft,,5670789,35230000000,14837640,19687287,7850000,591000,7259000,2016,Barrels,,-4849647
Japan,1.94029E+13,0.033,152177,0.9,0.4,0.25,0.24,0.1,1239592060,-1.21%,127763265,9.7,3.47%,385808500,1353637,210559949,209164774,2626,209162148,2016,Tons ,,-209206313,738000,99836,4364157,4160849,0,4160849,2015,Million Cubic Ft,,-4264322,44115000,123525,4012877,3146668,0,3146668,2016,Barrels,,-3889352
India,3.04768E+13,0.052,22766,0.91,0.29,0.07,0.55,0.09,2533638100,4.71%,1324517249,1.91,7.09%,1.07727E+11,761662038,966288693,215789801,1018312,214771489,2016,Tons ,,-204626654,50398000,1133364,1753143,659331,9535,649796,2015,Million Cubic Ft,,-619778,4728790000,1016371,4443000,4255300,5,4255295,2016,Barrels,,-3426629
Antigua and Barbuda,10605278000,0.0000182,111136,0.97,0.97,0,0,0.03,438763,1.51%,94527,4.64,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,,,,,,,,,4038496,4.18%,10832518,0.37,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palau,,,,,,,,,41732,7.19%,17725,2.35,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anguilla,,,,,,,,,30262,1.52%,14429,2.1,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Helena,,,,,,,,,13128,2.62%,5956,2.2,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
